,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
3112,1.0,31.0,4,Mobile Phone,4,Single,10,0,3.0,160.97,No Churn
3113,9.0,28.0,4,Laptop & Accessory,2,Divorced,3,1,8.0,165.14,No Churn
3117,18.0,8.0,4,Mobile Phone,1,Married,6,1,3.0,156.95,No Churn
3118,11.0,6.0,1,Laptop & Accessory,1,Single,1,0,8.0,176.25,No Churn
3121,27.0,15.0,3,Laptop & Accessory,3,Married,4,0,3.0,128.97,No Churn
3123,4.0,7.0,6,Mobile Phone,3,Divorced,5,0,3.0,163.33,No Churn
3125,1.0,18.0,4,Mobile Phone,5,Married,2,0,5.0,145.99,No Churn
3127,12.0,10.0,4,Laptop & Accessory,2,Single,10,1,1.0,193.61,No Churn
3128,17.0,34.0,4,Fashion,5,Married,10,0,2.0,233.2,No Churn
3129,5.0,9.0,5,Laptop & Accessory,5,Married,5,0,1.0,189.1,No Churn
3131,1.0,12.0,4,Mobile Phone,1,Single,2,1,3.0,148.79,No Churn
3132,24.0,36.0,5,Grocery,3,Divorced,2,0,8.0,295.46,No Churn
3134,20.0,8.0,3,Grocery,1,Married,2,1,0.0,267.52,No Churn
3136,2.0,6.0,1,Laptop & Accessory,3,Single,9,1,2.0,162.94,No Churn
3138,4.0,26.0,3,Mobile,4,Single,2,1,2.0,131.4,Churn
3139,21.0,9.0,5,Mobile Phone,1,Single,3,1,3.0,157.94,No Churn
3140,5.0,7.0,3,Laptop & Accessory,5,Married,5,0,2.0,140.87,No Churn
3142,12.0,7.0,4,Laptop & Accessory,1,Married,9,0,10.0,172.35,No Churn
3144,30.0,31.0,3,Fashion,5,Single,8,0,9.0,176.37,No Churn
3145,14.0,9.0,2,Laptop & Accessory,4,Divorced,3,0,8.0,167.44,No Churn
3146,9.0,7.0,4,Laptop & Accessory,3,Divorced,11,0,10.0,172.17,No Churn
3147,5.0,9.0,4,Mobile Phone,3,Married,3,0,4.0,159.77,No Churn
3148,30.0,24.0,3,Fashion,1,Single,7,0,4.0,205.12,No Churn
3150,9.0,14.0,4,Mobile Phone,3,Divorced,3,0,1.0,149.04,No Churn
3151,3.0,8.0,4,Mobile Phone,5,Single,1,0,7.0,149.68,No Churn
3152,30.0,15.0,4,Mobile,4,Married,5,1,0.0,133.46,No Churn
3154,14.0,34.0,4,Grocery,4,Married,1,0,10.0,235.7,No Churn
3155,26.0,32.0,5,Grocery,1,Married,5,0,1.0,263.26,No Churn
3158,18.0,11.0,4,Laptop & Accessory,4,Single,11,0,4.0,184.33,No Churn
3159,0.0,17.0,3,Laptop & Accessory,5,Married,2,1,3.0,147.41,No Churn
3161,10.0,6.0,4,Mobile Phone,5,Divorced,3,0,2.0,139.2,No Churn
3163,9.0,7.0,2,Mobile Phone,3,Single,5,0,3.0,150.06,No Churn
3164,15.0,30.0,3,Fashion,5,Married,2,1,8.0,174.06,No Churn
3169,27.0,6.0,3,Fashion,3,Married,8,0,4.0,205.02,No Churn
3170,9.0,14.0,3,Fashion,3,Married,2,0,8.0,200.96,No Churn
3171,6.0,15.0,2,Laptop & Accessory,1,Married,3,0,9.0,187.09,No Churn
3173,12.0,6.0,3,Others,3,Married,2,1,6.0,291.97,No Churn
3174,27.0,15.0,4,Grocery,2,Divorced,7,0,3.0,243.36,No Churn
3179,13.0,14.0,3,Laptop & Accessory,3,Married,4,1,3.0,167.96,Churn
3182,7.0,17.0,4,Laptop & Accessory,4,Divorced,5,0,8.0,144.9,No Churn
3183,1.0,9.0,4,Mobile Phone,3,Married,8,1,3.0,164.77,No Churn
3184,23.0,6.0,3,Laptop & Accessory,3,Divorced,1,0,13.0,163.47,No Churn
3185,28.0,6.0,4,Laptop & Accessory,3,Single,9,0,1.0,162.8,No Churn
3189,19.0,8.0,3,Grocery,5,Married,9,0,9.0,270.48,No Churn
3190,3.0,33.0,3,Laptop & Accessory,1,Married,8,0,7.0,153.04,No Churn
3194,31.0,9.0,4,Grocery,4,Married,6,0,15.0,287.91,No Churn
3195,3.0,15.0,3,Laptop & Accessory,3,Single,8,1,7.0,146.95,No Churn
3197,3.0,8.0,5,Grocery,1,Married,5,0,8.0,286.24,No Churn
3198,11.0,6.0,3,Fashion,3,Single,5,1,0.0,178.61,No Churn
3199,23.0,8.0,3,Grocery,5,Divorced,3,0,2.0,278.56,No Churn
3200,3.0,26.0,3,Laptop & Accessory,5,Married,1,0,2.0,199.57,No Churn
3201,21.0,9.0,4,Laptop & Accessory,1,Married,7,0,5.0,175.7,No Churn
3202,3.0,14.0,4,Laptop & Accessory,2,Married,3,1,1.0,191.23,No Churn
3205,1.0,9.0,6,Laptop & Accessory,1,Single,5,0,1.0,175.71,No Churn
3206,5.0,32.0,3,Laptop & Accessory,2,Divorced,1,0,2.0,144.65,No Churn
3207,14.0,14.0,5,Fashion,1,Single,3,0,3.0,206.5,Churn
3208,11.0,8.0,3,Mobile,3,Married,7,1,1.0,130.57,No Churn
3210,14.0,8.0,4,Grocery,5,Married,4,0,17.0,293.23,No Churn
3211,7.0,13.0,4,Laptop & Accessory,1,Married,5,0,8.0,202.25,No Churn
3212,10.0,10.0,4,Mobile Phone,4,Married,3,0,8.0,161.92,No Churn
3215,0.0,22.0,3,Mobile,4,Divorced,10,0,2.0,128.11,No Churn
3216,8.0,8.0,5,Laptop & Accessory,5,Single,2,0,10.0,178.43,No Churn
3217,1.0,23.0,6,Mobile Phone,5,Married,3,1,1.0,148.07,Churn
3218,22.0,14.0,3,Fashion,4,Married,5,0,7.0,174.03,No Churn
3219,1.0,16.0,4,Laptop & Accessory,5,Married,6,0,8.0,178.46,Churn
3221,20.0,7.0,2,Grocery,5,Single,3,0,13.0,300.67,No Churn
3223,18.0,8.0,3,Laptop & Accessory,4,Married,1,0,7.0,148.05,No Churn
3224,30.0,30.0,1,Fashion,1,Married,4,1,4.0,194.39,No Churn
3226,6.0,10.0,4,Fashion,1,Single,5,0,8.0,236.59,No Churn
3229,13.0,14.0,3,Laptop & Accessory,3,Divorced,4,1,3.0,167.96,Churn
3230,10.0,6.0,3,Fashion,2,Married,3,1,2.0,236.03,No Churn
3232,18.0,7.0,3,Fashion,4,Married,2,0,7.0,174.41,No Churn
3234,28.0,20.0,2,Others,4,Single,9,0,15.0,287.22,No Churn
3236,18.0,17.0,4,Laptop & Accessory,1,Married,4,1,4.0,189.65,No Churn
3237,4.0,10.0,4,Mobile Phone,2,Divorced,6,0,5.0,145.97,No Churn
3238,24.0,9.0,4,Grocery,5,Divorced,4,0,3.0,303.56,No Churn
3239,1.0,16.0,4,Laptop & Accessory,5,Single,5,1,4.0,207.24,Churn
3240,15.0,10.0,3,Others,1,Married,2,0,15.0,292.32,No Churn
3241,10.0,17.0,4,Fashion,3,Divorced,5,0,8.0,195.94,No Churn
3242,17.0,22.0,5,Laptop & Accessory,1,Married,5,0,3.0,193.04,No Churn
3243,10.0,10.0,4,Mobile Phone,4,Divorced,3,0,8.0,161.92,No Churn
3247,13.0,28.0,5,Laptop & Accessory,2,Divorced,5,1,5.0,186.2,No Churn
3248,20.0,10.0,3,Laptop & Accessory,3,Single,4,0,0.0,129.76,No Churn
3249,9.0,30.0,6,Mobile Phone,3,Married,2,0,4.0,152.05,No Churn
3250,4.0,9.0,3,Fashion,3,Married,10,0,2.0,236.75,No Churn
3252,22.0,9.0,4,Laptop & Accessory,2,Divorced,4,0,8.0,165.51,No Churn
3253,23.0,27.0,4,Laptop & Accessory,5,Married,3,0,12.0,190.67,No Churn
3255,5.0,13.0,4,Laptop & Accessory,3,Divorced,2,0,8.0,154.84,No Churn
3260,1.0,11.0,5,Mobile Phone,2,Divorced,2,0,5.0,156.62,No Churn
3262,2.0,17.0,4,Mobile Phone,4,Divorced,3,0,1.0,135.52,No Churn
3263,0.0,17.0,1,Laptop & Accessory,3,Married,1,0,3.0,140.11,No Churn
3264,1.0,12.0,2,Laptop & Accessory,5,Married,3,0,6.0,165.0,No Churn
3265,17.0,9.0,4,Laptop & Accessory,1,Married,3,0,8.0,181.75,No Churn
3266,0.0,8.0,3,Laptop & Accessory,2,Divorced,1,0,2.0,142.27,No Churn
3268,13.0,8.0,4,Laptop & Accessory,3,Divorced,7,0,0.0,134.48,No Churn
3269,2.0,34.0,6,Laptop & Accessory,5,Married,2,0,1.0,25.0,No Churn
3270,2.0,7.0,4,Mobile Phone,1,Married,3,0,4.0,145.44,No Churn
3271,25.0,17.0,3,Laptop & Accessory,3,Married,9,0,4.0,131.49,No Churn
3272,18.0,13.0,3,Mobile Phone,3,Married,5,1,2.0,144.77,No Churn
3273,6.0,16.0,4,Laptop & Accessory,2,Divorced,3,1,6.0,188.22,No Churn
3274,7.0,27.0,1,Laptop & Accessory,1,Single,2,0,7.0,153.37,No Churn
3276,1.0,9.0,4,Mobile Phone,5,Married,3,0,1.0,148.41,No Churn
3277,6.0,36.0,5,Mobile Phone,4,Single,3,0,2.0,153.37,No Churn
3278,11.0,34.0,2,Laptop & Accessory,3,Single,6,1,4.0,188.97,Churn
3279,19.0,13.0,3,Fashion,3,Married,7,0,7.0,208.45,No Churn
3281,12.0,28.0,3,Fashion,5,Single,2,1,8.0,208.8,No Churn
3283,11.0,13.0,4,Laptop & Accessory,2,Divorced,6,0,2.0,190.02,No Churn
3284,14.0,7.0,4,Grocery,5,Married,4,0,17.0,293.23,No Churn
3286,16.0,10.0,2,Laptop & Accessory,1,Married,4,1,4.0,177.31,No Churn
3287,0.0,30.0,3,Mobile Phone,4,Single,9,0,2.0,135.97,No Churn
3288,21.0,9.0,4,Grocery,3,Married,5,0,7.0,296.69,No Churn
3289,5.0,19.0,4,Mobile Phone,2,Divorced,10,1,3.0,164.29,No Churn
3291,14.0,15.0,5,Fashion,4,Married,4,0,9.0,262.57,No Churn
3292,15.0,35.0,3,Laptop & Accessory,3,Married,3,0,2.0,145.56,No Churn
3293,25.0,33.0,4,Grocery,3,Divorced,4,0,18.0,288.07,No Churn
3295,20.0,11.0,5,Others,4,Married,4,0,9.0,312.89,No Churn
3297,6.0,13.0,3,Laptop & Accessory,5,Married,1,0,3.0,143.73,No Churn
3298,30.0,7.0,3,Others,5,Married,4,1,5.0,297.01,No Churn
3299,8.0,35.0,5,Laptop & Accessory,3,Married,3,0,8.0,192.12,No Churn
3300,6.0,13.0,3,Laptop & Accessory,5,Divorced,1,0,3.0,143.73,No Churn
3301,11.0,16.0,6,Grocery,3,Married,9,0,11.0,254.36,Churn
3302,8.0,29.0,3,Mobile Phone,5,Married,4,1,2.0,140.14,No Churn
3303,2.0,8.0,4,Mobile Phone,5,Married,3,0,3.0,160.91,No Churn
3304,8.0,13.0,4,Laptop & Accessory,3,Single,3,0,11.0,173.09,No Churn
3306,7.0,21.0,3,Fashion,1,Married,2,0,5.0,179.78,Churn
3308,22.0,24.0,3,Laptop & Accessory,1,Married,2,1,7.0,168.04,No Churn
3310,0.0,15.0,1,Mobile Phone,3,Married,2,0,4.0,144.01,No Churn
3311,1.0,23.0,6,Mobile Phone,5,Single,3,1,8.0,164.19,Churn
3313,28.0,6.0,1,Grocery,2,Married,3,0,0.0,247.32,No Churn
3315,7.0,15.0,5,Mobile Phone,2,Single,2,0,3.0,148.42,No Churn
3317,0.0,10.0,4,Laptop & Accessory,1,Single,2,1,4.0,158.28,Churn
3318,1.0,7.0,4,Mobile Phone,2,Single,3,1,9.0,151.86,Churn
3320,1.0,22.0,5,Mobile Phone,5,Married,2,0,4.0,172.74,No Churn
3322,7.0,14.0,4,Fashion,3,Divorced,2,0,8.0,241.91000000000005,No Churn
3324,12.0,17.0,4,Laptop & Accessory,2,Single,3,1,4.0,181.66,No Churn
3325,11.0,35.0,3,Laptop & Accessory,2,Divorced,4,0,7.0,162.61,No Churn
3326,16.0,31.0,4,Fashion,5,Married,3,1,9.0,199.06,No Churn
3327,6.0,22.0,4,Laptop & Accessory,1,Married,7,0,3.0,191.67,No Churn
3330,28.0,8.0,4,Others,5,Married,9,0,0.0,290.38,No Churn
3331,9.0,7.0,5,Fashion,5,Married,3,1,7.0,202.52,No Churn
3335,18.0,7.0,4,Laptop & Accessory,5,Married,7,1,4.0,179.54,No Churn
3337,0.0,15.0,3,Mobile,5,Single,2,0,2.0,127.28,No Churn
3338,18.0,31.0,4,Laptop & Accessory,1,Married,1,0,8.0,159.06,No Churn
3339,2.0,25.0,3,Laptop & Accessory,1,Married,5,0,2.0,142.62,No Churn
3342,8.0,8.0,3,Laptop & Accessory,1,Married,3,0,7.0,157.62,No Churn
3343,27.0,7.0,5,Grocery,3,Married,6,1,3.0,254.65,No Churn
3344,24.0,7.0,4,Grocery,2,Married,11,0,4.0,298.99,No Churn
3345,6.0,31.0,4,Laptop & Accessory,1,Married,3,0,8.0,178.09,No Churn
3347,27.0,13.0,4,Laptop & Accessory,2,Single,4,0,3.0,149.5,No Churn
3348,1.0,33.0,4,Mobile Phone,1,Married,3,0,3.0,154.04,No Churn
3351,5.0,7.0,6,Laptop & Accessory,3,Married,2,0,5.0,168.45,No Churn
3353,15.0,29.0,4,Laptop & Accessory,1,Married,5,1,4.0,179.67,No Churn
3354,1.0,7.0,6,Mobile Phone,3,Single,3,0,1.0,138.59,Churn
3355,8.0,27.0,2,Mobile Phone,3,Divorced,2,0,1.0,150.85,No Churn
3356,7.0,27.0,2,Laptop & Accessory,2,Single,2,0,7.0,153.37,No Churn
3358,14.0,7.0,4,Laptop & Accessory,3,Married,9,0,2.0,192.28,Churn
3359,1.0,26.0,5,Mobile Phone,4,Married,3,1,1.0,149.13,Churn
3361,15.0,8.0,1,Laptop & Accessory,5,Divorced,8,0,3.0,162.72,No Churn
3362,11.0,32.0,4,Laptop & Accessory,3,Married,5,1,8.0,169.49,No Churn
3363,9.0,6.0,3,Laptop & Accessory,4,Married,1,0,5.0,152.28,No Churn
3366,23.0,15.0,5,Grocery,4,Divorced,8,0,4.0,256.2,No Churn
3367,0.0,8.0,4,Laptop & Accessory,4,Single,8,1,2.0,199.07,Churn
3368,1.0,13.0,4,Mobile Phone,5,Married,6,1,3.0,145.73,Churn
3370,12.0,9.0,5,Laptop & Accessory,1,Married,5,0,6.0,177.49,No Churn
3371,1.0,11.0,4,Laptop & Accessory,3,Divorced,3,1,4.0,166.62,No Churn
3372,7.0,6.0,4,Fashion,5,Divorced,10,0,6.0,204.82,Churn
3373,0.0,34.0,3,Laptop & Accessory,4,Divorced,2,0,4.0,162.72,No Churn
3374,2.0,33.0,3,Laptop & Accessory,3,Divorced,5,0,1.0,143.35,No Churn
3375,7.0,15.0,3,Laptop & Accessory,3,Divorced,2,0,3.0,157.14,No Churn
3383,5.0,19.0,4,Laptop & Accessory,1,Married,2,1,6.0,183.55,No Churn
3385,9.0,16.0,5,Fashion,3,Married,3,1,16.0,231.85,No Churn
3386,9.0,10.0,5,Mobile Phone,3,Divorced,3,0,1.0,137.81,No Churn
3387,19.0,8.0,5,Grocery,4,Married,4,1,7.0,268.72,No Churn
3388,28.0,8.0,5,Others,3,Divorced,5,0,11.0,291.87,No Churn
3389,4.0,8.0,4,Mobile Phone,4,Married,2,1,8.0,160.79,No Churn
3390,1.0,12.0,4,Mobile Phone,1,Single,3,0,3.0,156.17,No Churn
3391,28.0,24.0,4,Fashion,3,Divorced,10,0,9.0,232.39,No Churn
3394,14.0,18.0,4,Laptop & Accessory,3,Married,3,0,5.0,188.23,No Churn
3396,0.0,9.0,3,Laptop & Accessory,3,Single,10,0,0.0,145.77,Churn
3397,15.0,18.0,3,Laptop & Accessory,1,Married,4,1,0.0,150.87,No Churn
3398,20.0,29.0,3,Fashion,2,Divorced,2,0,6.0,203.12,Churn
3399,11.0,16.0,5,Fashion,3,Married,4,0,11.0,232.06,No Churn
3401,14.0,9.0,4,Others,3,Divorced,2,0,13.0,305.41,No Churn
3402,19.0,20.0,2,Grocery,3,Single,8,1,9.0,261.95,Churn
3403,0.0,10.0,3,Mobile Phone,2,Divorced,2,1,6.0,136.91,Churn
3405,1.0,7.0,5,Laptop & Accessory,1,Married,8,0,3.0,172.75,No Churn
3406,1.0,8.0,4,Mobile Phone,1,Single,3,0,1.0,141.11,No Churn
3407,11.0,29.0,4,Fashion,3,Single,1,0,8.0,195.26,No Churn
3408,8.0,8.0,4,Mobile Phone,4,Married,3,1,4.0,148.42,Churn
3410,25.0,34.0,1,Grocery,3,Divorced,3,1,2.0,232.47000000000003,No Churn
3411,1.0,17.0,5,Laptop & Accessory,2,Divorced,3,1,5.0,182.69,No Churn
3413,20.0,7.0,4,Others,1,Married,11,0,3.0,321.27,No Churn
3414,6.0,19.0,4,Grocery,5,Single,2,1,15.0,262.58,Churn
3415,1.0,33.0,4,Laptop & Accessory,1,Single,3,0,5.0,186.8,No Churn
3416,1.0,9.0,4,Mobile Phone,3,Single,3,0,3.0,152.83,No Churn
3417,7.0,6.0,4,Mobile,4,Divorced,6,0,2.0,132.94,No Churn
3421,3.0,30.0,1,Grocery,4,Single,5,1,0.0,231.94,Churn
3424,3.0,7.0,3,Mobile Phone,4,Married,2,0,7.0,137.48,No Churn
3426,14.0,9.0,4,Others,3,Married,2,0,10.0,319.36,No Churn
3434,8.0,6.0,4,Laptop & Accessory,2,Divorced,1,0,0.0,153.63,No Churn
3435,30.0,35.0,4,Grocery,1,Married,4,0,0.0,241.18,No Churn
3440,24.0,8.0,5,Laptop & Accessory,4,Married,6,0,2.0,154.82,No Churn
3441,8.0,12.0,3,Mobile,3,Married,1,1,2.0,135.06,No Churn
3445,13.0,8.0,3,Laptop & Accessory,4,Divorced,6,0,0.0,143.27,No Churn
3446,14.0,8.0,4,Laptop & Accessory,3,Single,3,1,7.0,168.11,No Churn
3449,4.0,9.0,5,Laptop & Accessory,2,Single,7,1,1.0,193.77,No Churn
3451,1.0,7.0,4,Fashion,5,Married,3,0,8.0,199.12,No Churn
3452,9.0,23.0,4,Fashion,4,Divorced,2,0,10.0,205.2,No Churn
3454,20.0,9.0,6,Grocery,4,Married,5,1,8.0,293.72,No Churn
3457,1.0,15.0,4,Laptop & Accessory,1,Married,2,0,2.0,168.42,No Churn
3458,24.0,12.0,3,Others,3,Single,8,0,15.0,295.37,No Churn
3461,2.0,33.0,5,Laptop & Accessory,5,Divorced,3,0,5.0,172.24,No Churn
3463,12.0,14.0,2,Mobile Phone,3,Married,3,0,4.0,151.1,No Churn
3465,0.0,6.0,4,Laptop & Accessory,1,Married,7,0,2.0,147.75,No Churn
3466,6.0,11.0,5,Laptop & Accessory,3,Divorced,3,0,9.0,186.62,No Churn
3467,1.0,7.0,4,Laptop & Accessory,3,Married,3,0,8.0,177.96,No Churn
3468,6.0,8.0,3,Mobile Phone,3,Divorced,2,0,4.0,136.0,No Churn
3469,19.0,6.0,4,Fashion,5,Married,3,1,5.0,206.73,No Churn
3470,5.0,19.0,3,Laptop & Accessory,2,Married,3,0,3.0,144.03,No Churn
3473,5.0,15.0,3,Laptop & Accessory,2,Divorced,2,1,5.0,163.22,No Churn
3474,1.0,31.0,6,Mobile Phone,1,Single,3,1,1.0,136.18,Churn
3475,0.0,21.0,4,Mobile Phone,5,Married,1,0,3.0,147.74,No Churn
3476,20.0,9.0,4,Laptop & Accessory,1,Married,4,0,5.0,198.79,No Churn
3477,11.0,6.0,2,Laptop & Accessory,2,Single,1,0,8.0,176.25,No Churn
3480,18.0,12.0,4,Fashion,2,Single,7,0,8.0,188.65,No Churn
3482,1.0,10.0,4,Mobile Phone,5,Single,3,1,8.0,158.48,Churn
3483,0.0,27.0,1,Mobile,1,Single,2,0,2.0,126.78,No Churn
3484,8.0,32.0,3,Laptop & Accessory,5,Married,3,0,0.0,142.86,Churn
3486,11.0,17.0,4,Mobile Phone,5,Married,8,0,4.0,159.52,No Churn
3487,18.0,10.0,4,Others,2,Divorced,6,1,2.0,320.13,No Churn
3489,25.0,12.0,3,Laptop & Accessory,5,Married,4,1,9.0,155.77,No Churn
3491,29.0,7.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06,No Churn
3493,1.0,14.0,5,Fashion,2,Married,11,0,2.0,240.57,No Churn
3494,12.0,15.0,3,Laptop & Accessory,4,Single,21,0,3.0,167.82,No Churn
3495,4.0,6.0,3,Laptop & Accessory,2,Single,9,1,5.0,159.93,Churn
3496,25.0,8.0,4,Others,3,Single,2,1,12.0,290.68,No Churn
3498,8.0,27.0,3,Laptop & Accessory,1,Married,2,1,7.0,140.14,No Churn
3499,6.0,10.0,4,Fashion,2,Single,5,0,8.0,236.59,No Churn
3504,8.0,7.0,5,Mobile Phone,4,Divorced,7,0,3.0,157.94,No Churn
3505,13.0,8.0,3,Laptop & Accessory,1,Single,2,0,8.0,146.61,No Churn
3506,11.0,17.0,4,Mobile Phone,4,Married,3,0,8.0,164.36,No Churn
3507,4.0,14.0,3,Fashion,1,Married,2,0,9.0,207.93,No Churn
3509,19.0,10.0,4,Others,4,Married,3,0,8.0,287.89,No Churn
3510,10.0,20.0,3,Mobile,5,Married,2,0,17.0,130.34,No Churn
3511,12.0,16.0,3,Fashion,3,Single,8,0,2.0,234.64,No Churn
3512,5.0,27.0,4,Mobile Phone,4,Single,3,1,3.0,156.4,Churn
3513,16.0,31.0,4,Fashion,1,Married,6,0,0.0,207.98,No Churn
3516,12.0,13.0,4,Others,1,Married,2,0,3.0,292.72,No Churn
3519,8.0,15.0,4,Laptop & Accessory,5,Divorced,7,0,3.0,190.0,No Churn
3520,5.0,14.0,1,Laptop & Accessory,3,Married,6,0,3.0,151.75,No Churn
3523,19.0,8.0,3,Grocery,5,Divorced,9,0,9.0,270.48,No Churn
3525,25.0,33.0,4,Grocery,3,Married,4,0,18.0,288.07,No Churn
3528,13.0,8.0,3,Others,3,Divorced,1,0,12.0,280.41,No Churn
3530,2.0,33.0,5,Laptop & Accessory,5,Married,3,0,5.0,172.24,No Churn
3531,31.0,9.0,5,Grocery,1,Single,5,1,4.0,262.26,No Churn
3532,8.0,7.0,4,Mobile Phone,4,Married,3,1,4.0,148.42,Churn
3534,13.0,22.0,4,Grocery,5,Single,2,0,11.0,258.41,No Churn
3536,1.0,8.0,4,Mobile Phone,1,Married,2,1,2.0,138.67,No Churn
3537,24.0,7.0,4,Laptop & Accessory,3,Divorced,2,0,14.0,188.47,No Churn
3538,23.0,34.0,1,Mobile,3,Married,2,1,8.0,132.21,No Churn
3541,24.0,15.0,4,Mobile Phone,4,Married,9,0,3.0,163.75,No Churn
3542,12.0,7.0,2,Mobile Phone,3,Divorced,3,0,1.0,153.44,No Churn
3545,1.0,17.0,4,Laptop & Accessory,1,Single,3,0,3.0,171.84,No Churn
3546,7.0,8.0,4,Laptop & Accessory,3,Divorced,2,0,9.0,195.47,No Churn
3548,6.0,6.0,1,Laptop & Accessory,5,Married,3,0,3.0,153.76,No Churn
3550,16.0,31.0,4,Fashion,2,Married,6,0,0.0,234.0,No Churn
3551,5.0,19.0,3,Laptop & Accessory,1,Married,3,0,3.0,144.03,No Churn
3553,19.0,15.0,4,Laptop & Accessory,2,Divorced,11,0,9.0,161.97,No Churn
3554,1.0,8.0,4,Mobile Phone,2,Divorced,2,1,2.0,138.67,No Churn
3557,6.0,12.0,4,Laptop & Accessory,4,Divorced,3,0,4.0,190.24,No Churn
3558,22.0,23.0,4,Laptop & Accessory,3,Married,10,0,8.0,189.39,No Churn
3559,1.0,9.0,4,Mobile Phone,1,Single,4,0,3.0,150.8,No Churn
3560,6.0,29.0,3,Fashion,1,Single,2,1,12.0,234.58,No Churn
3561,29.0,29.0,3,Grocery,4,Divorced,5,1,9.0,234.02,No Churn
3566,7.0,12.0,5,Fashion,1,Married,6,0,3.0,196.19,No Churn
3567,10.0,31.0,4,Laptop & Accessory,4,Divorced,9,0,9.0,181.74,No Churn
3570,12.0,30.0,4,Laptop & Accessory,2,Married,11,0,3.0,182.45,No Churn
3571,0.0,8.0,3,Mobile,3,Single,2,0,2.0,127.83,No Churn
3578,27.0,7.0,3,Grocery,1,Single,7,0,7.0,273.28,No Churn
3579,3.0,30.0,4,Mobile Phone,5,Single,2,0,4.0,164.04,Churn
3582,0.0,9.0,3,Mobile Phone,5,Divorced,6,0,2.0,140.31,Churn
3583,8.0,10.0,6,Laptop & Accessory,1,Single,7,0,3.0,185.29,No Churn
3584,8.0,17.0,5,Laptop & Accessory,3,Married,3,0,8.0,175.63,No Churn
3585,9.0,23.0,4,Fashion,3,Divorced,6,1,1.0,201.32,No Churn
3586,1.0,15.0,6,Mobile Phone,5,Married,3,1,8.0,146.19,Churn
3587,0.0,31.0,3,Mobile,3,Married,2,0,7.0,129.42,No Churn
3588,10.0,7.0,4,Laptop & Accessory,3,Single,8,0,1.0,193.15,No Churn
3589,1.0,14.0,4,Mobile Phone,2,Married,2,0,4.0,149.36,No Churn
3591,0.0,6.0,4,Fashion,3,Married,6,0,46.0,206.09,Churn
3592,2.0,9.0,3,Laptop & Accessory,3,Married,5,1,0.0,152.38,Churn
3593,1.0,20.0,4,Mobile Phone,4,Divorced,3,0,1.0,145.33,No Churn
3595,0.0,14.0,1,Laptop & Accessory,4,Married,1,0,2.0,148.51,No Churn
3598,7.0,11.0,5,Mobile Phone,4,Married,10,0,3.0,163.38,No Churn
3600,1.0,7.0,4,Mobile Phone,4,Single,3,1,3.0,148.02,Churn
3601,18.0,30.0,4,Laptop & Accessory,4,Married,6,0,3.0,145.42,No Churn
3602,0.0,32.0,3,Mobile,1,Married,2,0,2.0,129.04,No Churn
3605,1.0,22.0,4,Fashion,3,Divorced,9,1,8.0,261.1,Churn
3606,10.0,15.0,4,Laptop & Accessory,2,Married,6,0,8.0,175.79,No Churn
3607,7.0,6.0,1,Mobile,2,Single,3,0,3.0,132.8,No Churn
3608,25.0,15.0,5,Fashion,4,Divorced,7,0,8.0,249.9,No Churn
3609,6.0,10.0,4,Mobile Phone,4,Divorced,9,0,2.0,138.38,No Churn
3610,9.0,18.0,3,Laptop & Accessory,3,Married,10,1,1.0,146.63,No Churn
3611,28.0,20.0,1,Others,4,Single,9,0,15.0,287.22,No Churn
3613,21.0,16.0,4,Mobile Phone,3,Single,6,0,1.0,146.05,No Churn
3614,8.0,12.0,5,Laptop & Accessory,1,Married,3,0,14.0,164.86,No Churn
3615,0.0,6.0,3,Mobile,2,Single,2,1,8.0,126.86,Churn
3616,19.0,18.0,4,Grocery,2,Divorced,5,0,2.0,301.5,No Churn
3617,12.0,17.0,4,Mobile Phone,3,Married,2,0,3.0,151.84,No Churn
3618,2.0,10.0,4,Fashion,4,Married,2,0,8.0,201.55,No Churn
3620,1.0,9.0,5,Mobile Phone,2,Single,3,0,1.0,136.02,Churn
3621,14.0,23.0,5,Laptop & Accessory,3,Single,8,0,1.0,175.94,No Churn
3622,10.0,17.0,4,Fashion,3,Married,5,0,8.0,195.94,No Churn
3625,1.0,18.0,4,Laptop & Accessory,5,Married,3,1,4.0,172.41,No Churn
3627,19.0,8.0,4,Fashion,4,Married,3,0,8.0,199.41,No Churn
3628,1.0,7.0,5,Mobile Phone,5,Divorced,3,1,1.0,148.19,Churn
3629,12.0,14.0,5,Laptop & Accessory,2,Single,2,0,6.0,165.28,No Churn
3630,9.0,25.0,4,Laptop & Accessory,5,Married,2,0,5.0,180.61,No Churn
3631,8.0,24.0,3,Laptop & Accessory,3,Divorced,2,0,0.0,146.01,No Churn
3633,29.0,15.0,3,Mobile,3,Divorced,3,0,3.0,129.42,No Churn
3635,4.0,31.0,2,Grocery,4,Single,6,1,1.0,256.94,Churn
3637,26.0,10.0,5,Fashion,3,Married,4,1,5.0,204.69,No Churn
3638,17.0,13.0,5,Others,3,Married,9,0,15.0,318.92,No Churn
3640,25.0,9.0,4,Fashion,3,Divorced,3,1,4.0,179.69,No Churn
